90003,0,1,4
90004,0,1,4
90001,0,1,4
90003,0,1,4
90004,0,1,4
90002,0,1,4
90001,0,1,4
90002,0,1,4
90003,0,1,4
40001,3,4,4
40001,3,5,4
40001,3,5,4
90005,10,11,5
90005,10,11,5
90005,10,11,5
90005,10,11,5
90006,26,27,5
90006,26,27,5
90006,26,27,5
90007,28,29,5
90007,28,29,5
90007,28,29,5
90007,28,29,5
90008,30,31,8
90009,30,31,8
90010,30,31,8
90011,30,31,8
90009,30,31,8
90010,30,31,8
90011,30,31,8
90009,30,31,8
90010,30,31,8
90011,30,31,8
90008,30,31,8
90010,30,31,8
90011,30,31,8
90008,30,31,8
90009,30,31,8
90011,30,31,8
90008,30,31,8
90011,30,31,8
90008,30,31,8
90009,30,31,8
90010,30,31,8
90012,31,32,8
90012,31,32,8
90012,31,32,8
90012,31,32,8
90012,31,32,8
90012,31,32,8
90012,31,32,8
90013,33,34,8
90013,33,34,8
90013,33,34,8
90013,33,34,8
90013,33,34,8
90013,33,34,8
90014,40,41,9
90014,40,41,9
90014,40,41,9
90014,40,41,9
90014,40,41,9
90014,40,41,9
90014,40,41,9
90015,53,54,9
90016,53,54,9
90015,53,54,9
90016,53,54,9
90015,53,54,9
90016,53,54,9
90016,53,54,9
90015,53,54,9
90016,53,54,9
90015,53,54,9
90015,53,54,9
90015,53,54,9
90016,53,54,9
90015,53,54,9
90016,53,54,9
90017,54,55,9
90017,54,55,9
90017,54,55,9
90017,54,55,9
90017,54,55,9
90018,56,57,9
90018,56,57,9
90018,56,57,9
90018,56,57,9
90018,56,57,9
90018,56,57,9
90018,56,57,9
90019,57,58,9
90019,57,58,9
90019,57,58,9
90019,57,58,9
90019,57,58,9
90019,57,58,9
90019,57,58,9
90020,60,61,12
90022,60,61,12
90020,60,61,12
90022,60,61,12
90020,60,61,12
90021,60,61,12
90022,60,61,12
90020,60,61,12
90022,60,61,12
90020,60,61,12
90021,60,61,12
90022,60,61,12
90020,60,61,12
90021,60,61,12
90022,60,61,12
90020,60,61,12
90021,60,61,12
90020,60,61,12
90021,60,61,12
90022,60,61,12
90020,60,61,12
90022,60,61,12
90021,60,61,12
90022,60,61,12
90020,60,61,12
90020,60,61,12
90021,60,61,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90023,61,62,12
90024,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90024,62,63,12
90024,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90025,62,63,12
90024,62,63,12
90025,62,63,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90026,75,76,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
90027,80,81,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
80001,81,82,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90028,82,83,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90029,83,84,12
40005,83,84,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
90030,84,85,12
40005,83,85,12
90030,84,85,12
90031,85,86,12
90031,85,86,12
90031,85,86,12
90031,85,86,12
90031,85,86,12
90031,85,86,12
90031,85,86,12
90031,85,86,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90032,86,87,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90033,88,89,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90034,90,91,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
10001,92,93,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
90035,92,93,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90036,95,96,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
10002,102,103,12
90037,102,103,12
90037,102,103,12
90037,102,103,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
40012,106,107,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90038,107,108,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90039,109,110,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
90040,111,112,12
10003,112,113,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90041,113,114,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90041,113,114,12
90042,113,114,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
10004,114,115,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
90043,114,115,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90044,118,119,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
90045,119,120,12
90046,119,120,12
90045,119,120,12
90046,119,120,12
90045,119,120,12
90046,119,120,12
90047,119,120,12
10005,122,123,12
90048,124,125,12
90048,124,125,12
90048,124,125,12
90048,124,125,12
