90001,0,beacon
90002,0,beacon
90003,0,beacon
90004,0,beacon
40001,3,TSB
90005,10,beacon
90006,26,beacon
90007,28,beacon
90008,30,beacon
90009,30,beacon
90010,30,beacon
90011,30,beacon
90012,31,beacon
60001,32,GBC
90013,33,beacon
90014,40,beacon
90015,53,beacon
90016,53,beacon
90017,54,beacon
90018,56,beacon
90019,57,beacon
90020,60,beacon
90021,60,beacon
90022,60,beacon
90023,61,beacon
90024,62,beacon
90025,62,beacon
90026,75,beacon
90027,80,beacon
80001,81,SHB
90028,82,beacon
90029,83,beacon
40005,83,TSB
90030,84,beacon
90031,85,beacon
90032,86,beacon
90033,88,beacon
90034,90,beacon
90035,92,beacon
10001,92,GUC
90036,95,beacon
90037,102,beacon
10002,102,GUC
40012,106,TSB
90038,107,beacon
90039,109,beacon
90040,111,beacon
10003,112,GUC
90041,113,beacon
90042,113,beacon
90043,114,beacon
10004,114,GUC
90044,118,beacon
90045,119,beacon
90046,119,beacon
90047,119,beacon
10005,122,GUC
90048,124,beacon
10006,124,GUC
60014,126,GBC
60016,126,GBC
10007,132,GUC
90049,134,beacon
90050,134,beacon
90051,135,beacon
50001,139,GAC
90052,140,beacon
40018,141,TSB
90053,142,beacon
90054,143,beacon
90055,143,beacon
10008,143,GUC
90056,145,beacon
90057,146,beacon
90058,146,beacon
80002,149,SHB
90059,153,beacon
90060,159,beacon
90061,160,beacon
90062,160,beacon
50016,162,GAC
90063,167,beacon
60037,167,GBC
90064,169,beacon
10009,169,GUC
90065,170,beacon
90066,174,beacon
90067,175,beacon
90068,175,beacon
90069,180,beacon
90070,180,beacon
90071,182,beacon
90072,184,beacon
90073,184,beacon
60039,187,GBC
90074,188,beacon
80003,189,SHB
90075,190,beacon
90076,195,beacon
90077,197,beacon
90078,199,beacon
90079,200,beacon
90080,202,beacon
10010,205,GUC
10011,206,GUC
90081,208,beacon
40026,210,TSB
90082,211,beacon
10012,211,GUC
90083,212,beacon
90084,215,beacon
90085,216,beacon
90086,216,beacon
90087,219,beacon
90088,225,beacon
90089,226,beacon
80004,227,SHB
90090,228,beacon
90091,229,beacon
90092,232,beacon
90093,234,beacon
40031,235,TSB
90094,240,beacon
90095,242,beacon
40034,243,TSB
90096,244,beacon
90097,245,beacon
90098,247,beacon
90099,247,beacon
90100,250,beacon
90101,252,beacon
90102,256,beacon
90103,260,beacon
90104,266,beacon
40039,266,TSB
90105,269,beacon
90106,269,beacon
50019,272,GAC
90107,273,beacon
90108,275,beacon
90109,276,beacon
90110,277,beacon
90111,278,beacon
40047,278,TSB
90112,282,beacon
90113,283,beacon
10013,284,GUC
60049,286,GBC
80005,289,SHB
80006,290,SHB
90114,293,beacon
90115,295,beacon
10014,295,GUC
10015,297,GUC
90116,299,beacon
80007,299,SHB
10016,300,GUC
90117,302,beacon
90118,306,beacon
90119,309,beacon
90120,312,beacon
10017,314,GUC
90121,316,beacon
90122,317,beacon
90123,318,beacon
90124,319,beacon
10018,320,GUC
50024,322,GAC
90125,326,beacon
90126,329,beacon
90127,333,beacon
90128,333,beacon
90129,337,beacon
90130,337,beacon
90131,338,beacon
90132,343,beacon
90133,343,beacon
40054,348,TSB
90134,353,beacon
90135,354,beacon
90136,358,beacon
90137,360,beacon
90138,360,beacon
90139,360,beacon
90140,360,beacon
90141,360,beacon
90142,362,beacon
90143,363,beacon
90144,363,beacon
90145,366,beacon
90146,370,beacon
90147,370,beacon
90148,375,beacon
90149,378,beacon
90150,384,beacon
90151,386,beacon
90152,388,beacon
90153,390,beacon
90154,390,beacon
90155,390,beacon
90156,390,beacon
90157,391,beacon
90158,391,beacon
90159,392,beacon
10019,394,GUC
20001,394,LS Request
90160,395,beacon
60060,395,GBC
30001,395,LS Reply
60062,396,GBC
90161,397,beacon
90162,398,beacon
90163,400,beacon
90164,401,beacon
10020,401,GUC
90165,402,beacon
90166,402,beacon
90167,405,beacon
90168,406,beacon
60066,407,GBC
90169,413,beacon
90170,414,beacon
90171,415,beacon
10021,416,GUC
20014,416,LS Request
90172,417,beacon
30002,417,LS Reply
90173,418,beacon
90174,418,beacon
90175,420,beacon
90176,420,beacon
90177,420,beacon
90178,421,beacon
90179,421,beacon
90180,422,beacon
90181,422,beacon
90182,426,beacon
90183,426,beacon
90184,427,beacon
90185,429,beacon
80008,429,SHB
90186,432,beacon
90187,432,beacon
10022,432,GUC
10023,432,GUC
90188,433,beacon
90189,434,beacon
90190,442,beacon
90191,442,beacon
90192,444,beacon
90193,445,beacon
90194,452,beacon
90195,452,beacon
90196,452,beacon
90197,452,beacon
90198,452,beacon
90199,454,beacon
90200,454,beacon
90201,455,beacon
10024,455,GUC
10025,455,GUC
10026,455,GUC
90202,458,beacon
90203,458,beacon
90204,460,beacon
90205,461,beacon
90206,462,beacon
40057,463,TSB
10027,463,GUC
10028,464,GUC
90207,465,beacon
90208,466,beacon
90209,467,beacon
90210,476,beacon
90211,476,beacon
90212,476,beacon
90213,477,beacon
60068,477,GBC
10029,477,GUC
90214,479,beacon
90215,479,beacon
60079,480,GBC
40063,480,TSB
90216,482,beacon
90217,485,beacon
90218,486,beacon
90219,487,beacon
90220,487,beacon
90221,487,beacon
10030,487,GUC
90222,488,beacon
90223,490,beacon
90224,490,beacon
90225,490,beacon
90226,491,beacon
90227,493,beacon
40069,495,TSB
90228,496,beacon
10031,497,GUC
40076,498,TSB
90229,499,beacon
10032,503,GUC
90230,504,beacon
90231,505,beacon
90232,505,beacon
90233,508,beacon
90234,510,beacon
90235,510,beacon
90236,513,beacon
90237,515,beacon
90238,515,beacon
90239,516,beacon
10033,517,GUC
90240,520,beacon
90241,521,beacon
90242,521,beacon
90243,523,beacon
90244,523,beacon
90245,525,beacon
90246,529,beacon
10034,530,GUC
90247,532,beacon
90248,533,beacon
90249,534,beacon
80009,534,SHB
90250,535,beacon
90251,537,beacon
80010,538,SHB
90252,540,beacon
90253,540,beacon
10035,542,GUC
90254,544,beacon
90255,545,beacon
90256,548,beacon
80011,548,SHB
90257,549,beacon
90258,550,beacon
10036,551,GUC
